Golfer,Points,Count,WinOdds,Group,WinOdds_prob
Keith Mitchell,0,0,10000,NA,0.00990099
Alexander Noren,33180,2,10000,6,0.00990099
Mito Pereira,0,0,10000,NA,0.00990099
Brandt Snedeker,0,0,11000,NA,0.009009009
Jhonattan Vegas,0,0,11000,NA,0.009009009
Michael Thompson,0,0,15000,NA,0.006622517
Hudson Swafford,0,0,15000,NA,0.006622517
Adam Hadwin,0,0,15000,NA,0.006622517
Aaron Rai,0,0,15000,NA,0.006622517
Patrick Rodgers,0,0,15000,NA,0.006622517
Wyndham Clark,0,0,15000,NA,0.006622517
Carlos Ortiz,0,0,15000,5,0.006622517
Cheng Tsung Pan,0,0,15000,NA,0.006622517
Kevin Streelman,0,0,15000,NA,0.006622517
Joel Dahmen,0,0,15000,NA,0.006622517
Greyson Sigg,0,0,15000,NA,0.006622517
Matt Jones,0,0,15000,NA,0.006622517
Taylor Moore,0,0,15000,NA,0.006622517
Alex Smalley,0,0,18000,NA,0.005524862
Chez Reavie,0,0,18000,NA,0.005524862
Sebastian Munoz,0,0,18000,5,0.005524862
Scott Stallings,0,0,20000,NA,0.004975124
Patton Kizzire,0,0,20000,NA,0.004975124
Hayden Buckley,0,0,20000,NA,0.004975124
Doug Ghim,0,0,20000,NA,0.004975124
Vincent Whaley,0,0,20000,NA,0.004975124
Kyle Stanley,0,0,20000,NA,0.004975124
Phil Mickelson,0,0,20000,NA,0.004975124
Nick Taylor,0,0,20000,NA,0.004975124
Danny Lee,0,0,20000,NA,0.004975124
Nick Hardy,0,0,25000,NA,0.003984064
Davis Riley,0,0,25000,NA,0.003984064
Dylan Frittelli,0,0,25000,NA,0.003984064
Jason Dufner,0,0,25000,NA,0.003984064
Robert Streb,0,0,25000,NA,0.003984064
Pat Perez,0,0,25000,NA,0.003984064
Taylor Pendrith,0,0,25000,NA,0.003984064
Adam Long,0,0,25000,NA,0.003984064
Rory Sabbatini,0,0,25000,NA,0.003984064
Henrik Norlander,0,0,25000,NA,0.003984064
Scott Piercy,0,0,25000,NA,0.003984064
Harry Higgs,0,0,25000,NA,0.003984064
Austin Smotherman,0,0,25000,NA,0.003984064
Lee Hodges,0,0,25000,NA,0.003984064
J.J. Spaun,0,0,25000,NA,0.003984064
Chad Ramey,0,0,30000,NA,0.003322259
Dylan Wu,0,0,30000,NA,0.003322259
Adam Schenk,0,0,30000,NA,0.003322259
Sam Ryder,0,0,30000,NA,0.003322259
Martin Laird,0,0,30000,NA,0.003322259
Adam Svensson,0,0,30000,NA,0.003322259
Stephan Jaeger,0,0,30000,NA,0.003322259
Hank Lebioda,0,0,30000,NA,0.003322259
Cameron Young,0,0,30000,NA,0.003322259
Paul Barjon,0,0,30000,NA,0.003322259
Sahith Theegala,0,0,30000,NA,0.003322259
Matthew NeSmith,0,0,30000,NA,0.003322259
Tyler McCumber,0,0,30000,NA,0.003322259
Sepp Straka,0,0,30000,NA,0.003322259
John Huh,0,0,30000,NA,0.003322259
David Lipsky,0,0,30000,NA,0.003322259
Taylor Montgomery,0,0,40000,NA,0.002493766
Camilo Villegas,0,0,40000,NA,0.002493766
J.T. Poston,0,0,40000,NA,0.002493766
James Hahn,0,0,40000,NA,0.002493766
Kevin Tway,0,0,40000,NA,0.002493766
Max McGreevy,0,0,40000,NA,0.002493766
Andrew Novak,0,0,40000,NA,0.002493766
Bronson Burgoon,0,0,40000,NA,0.002493766
Kurt Kitayama,0,0,40000,NA,0.002493766
Jared Wolfe,0,0,40000,NA,0.002493766
Brett Drewitt,0,0,40000,NA,0.002493766
Brandon Hagy,0,0,40000,NA,0.002493766
Sunghoon Kang,0,0,40000,NA,0.002493766
Chesson Hadley,0,0,40000,NA,0.002493766
Doc Redman,0,0,40000,NA,0.002493766
Brice Garnett,0,0,40000,NA,0.002493766
Ben Kohles,0,0,40000,NA,0.002493766
David Skinns,0,0,40000,NA,0.002493766
Jim Herman,0,0,40000,NA,0.002493766
Trey Mullinax,0,0,40000,NA,0.002493766
Brian Stuard,0,0,40000,NA,0.002493766
Peter Uihlein,0,0,40000,NA,0.002493766
Anirban Lahiri,0,0,40000,NA,0.002493766
Seth Reeves,0,0,50000,NA,0.001996008
Brandon Wu,0,0,50000,NA,0.001996008
Chris Stroud,0,0,50000,NA,0.001996008
Michael Gligic,0,0,50000,NA,0.001996008
Curtis Thompson,0,0,50000,NA,0.001996008
Noh Seung yul,0,0,50000,NA,0.001996008
Scott Gutschewski,0,0,50000,NA,0.001996008
Bill Haas,0,0,50000,NA,0.001996008
Kevin Yu,0,0,50000,NA,0.001996008
Jimmy Walker,0,0,50000,NA,0.001996008
Ryan Alford,0,0,50000,NA,0.001996008
Nick Watney,0,0,50000,NA,0.001996008
Peter Malnati,0,0,50000,NA,0.001996008
Dawie Van Der Walt,0,0,50000,NA,0.001996008
Kevin Chappell,0,0,50000,NA,0.001996008
Richy Werenski,0,0,50000,NA,0.001996008
Justin Lower,0,0,50000,NA,0.001996008
Joshua Creel,0,0,80000,NA,0.001248439
Callum Tarren,0,0,80000,NA,0.001248439
Martin Trainer,0,0,100000,NA,9.99E-04
Jonas Blixt,0,0,100000,NA,9.99E-04
Kamaiu Johnson,0,0,100000,NA,9.99E-04
Michael Block,0,0,100000,NA,9.99E-04
